age,male,female,all,city,district
50-54,755,643,1398,Gaziantep,Oğuzeli
55-59,575,631,1206,Gaziantep,Oğuzeli
60-64,511,549,1060,Gaziantep,Oğuzeli
65-69,431,496,927,Gaziantep,Oğuzeli
70-74,367,438,805,Gaziantep,Oğuzeli
75+,444,768,1212,Gaziantep,Oğuzeli
18-24,14901,15497,30398,İzmir,Bayraklı
25-29,11403,11905,23308,İzmir,Bayraklı
30-34,12798,12846,25644,İzmir,Bayraklı
35-39,14378,14574,28952,İzmir,Bayraklı
40-44,13287,13284,26571,İzmir,Bayraklı
45-49,11388,11629,23017,İzmir,Bayraklı
50-54,9960,9896,19856,İzmir,Bayraklı
55-59,8367,8638,17005,İzmir,Bayraklı
60-64,6955,7429,14384,İzmir,Bayraklı
65-69,5274,5875,11149,İzmir,Bayraklı
70-74,3550,3928,7478,İzmir,Bayraklı
75+,3407,5058,8465,İzmir,Bayraklı
18-24,368,308,676,Kilis,Polateli
25-29,178,138,316,Kilis,Polateli
30-34,136,118,254,Kilis,Polateli
35-39,130,137,267,Kilis,Polateli
40-44,142,140,282,Kilis,Polateli
45-49,139,150,289,Kilis,Polateli
50-54,130,140,270,Kilis,Polateli
55-59,103,102,205,Kilis,Polateli
60-64,86,93,179,Kilis,Polateli
65-69,97,95,192,Kilis,Polateli
70-74,69,64,133,Kilis,Polateli
75+,95,137,232,Kilis,Polateli
18-24,867,890,1757,Sinop,Durağan
25-29,491,519,1010,Sinop,Durağan
30-34,460,491,951,Sinop,Durağan
35-39,517,529,1046,Sinop,Durağan
40-44,495,461,956,Sinop,Durağan
45-49,462,436,898,Sinop,Durağan
50-54,506,537,1043,Sinop,Durağan
55-59,479,591,1070,Sinop,Durağan
60-64,615,616,1231,Sinop,Durağan
65-69,524,547,1071,Sinop,Durağan
70-74,424,481,905,Sinop,Durağan
75+,587,666,1253,Sinop,Durağan
18-24,511,480,991,Sivas,Ulaş
25-29,321,248,569,Sivas,Ulaş
30-34,310,218,528,Sivas,Ulaş
35-39,283,259,542,Sivas,Ulaş
40-44,248,207,455,Sivas,Ulaş
45-49,265,224,489,Sivas,Ulaş
50-54,252,256,508,Sivas,Ulaş
55-59,263,228,491,Sivas,Ulaş
60-64,271,249,520,Sivas,Ulaş
65-69,222,266,488,Sivas,Ulaş
70-74,208,207,415,Sivas,Ulaş
75+,236,301,537,Sivas,Ulaş
18-24,293,225,518,Konya,Derebucak
25-29,214,148,362,Konya,Derebucak
30-34,180,127,307,Konya,Derebucak
35-39,151,133,284,Konya,Derebucak
40-44,155,144,299,Konya,Derebucak
45-49,178,199,377,Konya,Derebucak
50-54,216,254,470,Konya,Derebucak
55-59,236,230,466,Konya,Derebucak
60-64,188,226,414,Konya,Derebucak
65-69,198,264,462,Konya,Derebucak
70-74,170,240,410,Konya,Derebucak
75+,312,412,724,Konya,Derebucak
18-24,453,356,809,Kilis,Elbeyli
25-29,397,143,540,Kilis,Elbeyli
30-34,211,151,362,Kilis,Elbeyli
35-39,191,137,328,Kilis,Elbeyli
40-44,161,139,300,Kilis,Elbeyli
45-49,143,128,271,Kilis,Elbeyli
50-54,128,125,253,Kilis,Elbeyli
55-59,137,124,261,Kilis,Elbeyli
60-64,119,134,253,Kilis,Elbeyli
65-69,101,148,249,Kilis,Elbeyli
70-74,79,99,178,Kilis,Elbeyli
75+,101,157,258,Kilis,Elbeyli
18-24,846,826,1672,Afyonkarahisar,Çobanlar
25-29,507,476,983,Afyonkarahisar,Çobanlar
30-34,509,506,1015,Afyonkarahisar,Çobanlar
35-39,562,522,1084,Afyonkarahisar,Çobanlar
40-44,394,411,805,Afyonkarahisar,Çobanlar
45-49,393,391,784,Afyonkarahisar,Çobanlar
50-54,335,313,648,Afyonkarahisar,Çobanlar
55-59,301,318,619,Afyonkarahisar,Çobanlar
60-64,236,238,474,Afyonkarahisar,Çobanlar
65-69,187,203,390,Afyonkarahisar,Çobanlar
70-74,95,117,212,Afyonkarahisar,Çobanlar
75+,143,182,325,Afyonkarahisar,Çobanlar
18-24,3519,3495,7014,Muş,Malazgirt
25-29,1943,1812,3755,Muş,Malazgirt
30-34,1457,1397,2854,Muş,Malazgirt
35-39,1390,1378,2768,Muş,Malazgirt
40-44,1245,1073,2318,Muş,Malazgirt
45-49,1141,968,2109,Muş,Malazgirt
50-54,926,738,1664,Muş,Malazgirt
55-59,719,675,1394,Muş,Malazgirt
60-64,669,654,1323,Muş,Malazgirt
65-69,431,598,1029,Muş,Malazgirt
70-74,298,390,688,Muş,Malazgirt
75+,366,584,950,Muş,Malazgirt
18-24,1468,1445,2913,Zonguldak,Kilimli
25-29,1030,1088,2118,Zonguldak,Kilimli
30-34,1415,1364,2779,Zonguldak,Kilimli
35-39,1713,1475,3188,Zonguldak,Kilimli
40-44,1408,1335,2743,Zonguldak,Kilimli
45-49,1185,1164,2349,Zonguldak,Kilimli
50-54,1177,1259,2436,Zonguldak,Kilimli
55-59,1313,1385,2698,Zonguldak,Kilimli
60-64,1114,1101,2215,Zonguldak,Kilimli
65-69,767,791,1558,Zonguldak,Kilimli
70-74,372,538,910,Zonguldak,Kilimli
75+,522,1011,1533,Zonguldak,Kilimli
18-24,968,1080,2048,Nevşehir,Gülşehir
25-29,583,595,1178,Nevşehir,Gülşehir
30-34,682,631,1313,Nevşehir,Gülşehir
35-39,691,693,1384,Nevşehir,Gülşehir
40-44,678,640,1318,Nevşehir,Gülşehir
45-49,686,708,1394,Nevşehir,Gülşehir
50-54,683,801,1484,Nevşehir,Gülşehir
55-59,709,790,1499,Nevşehir,Gülşehir
60-64,630,763,1393,Nevşehir,Gülşehir
65-69,586,681,1267,Nevşehir,Gülşehir
70-74,384,486,870,Nevşehir,Gülşehir
75+,522,784,1306,Nevşehir,Gülşehir
18-24,511,461,972,Eskişehir,Alpu
25-29,310,305,615,Eskişehir,Alpu
30-34,351,285,636,Eskişehir,Alpu
35-39,373,303,676,Eskişehir,Alpu
40-44,358,314,672,Eskişehir,Alpu
45-49,388,357,745,Eskişehir,Alpu
50-54,473,464,937,Eskişehir,Alpu
55-59,450,434,884,Eskişehir,Alpu
60-64,370,365,735,Eskişehir,Alpu
65-69,295,352,647,Eskişehir,Alpu
70-74,226,276,502,Eskişehir,Alpu
75+,346,497,843,Eskişehir,Alpu
18-24,743,798,1541,Sakarya,Karapürçek
25-29,462,410,872,Sakarya,Karapürçek
30-34,478,446,924,Sakarya,Karapürçek
35-39,490,427,917,Sakarya,Karapürçek
40-44,419,379,798,Sakarya,Karapürçek
45-49,404,402,806,Sakarya,Karapürçek
50-54,370,378,748,Sakarya,Karapürçek
55-59,380,305,685,Sakarya,Karapürçek
60-64,265,287,552,Sakarya,Karapürçek
65-69,201,191,392,Sakarya,Karapürçek
70-74,142,152,294,Sakarya,Karapürçek
75+,178,281,459,Sakarya,Karapürçek
18-24,6712,6950,13662,Antalya,Konyaaltı
25-29,4828,5215,10043,Antalya,Konyaaltı
30-34,5886,6660,12546,Antalya,Konyaaltı
35-39,7091,7969,15060,Antalya,Konyaaltı
40-44,6911,7300,14211,Antalya,Konyaaltı
45-49,6050,6276,12326,Antalya,Konyaaltı
50-54,5189,5404,10593,Antalya,Konyaaltı
55-59,4294,4637,8931,Antalya,Konyaaltı
60-64,3654,3750,7404,Antalya,Konyaaltı
65-69,2608,2536,5144,Antalya,Konyaaltı
70-74,1678,1559,3237,Antalya,Konyaaltı
75+,1633,2024,3657,Antalya,Konyaaltı
18-24,2868,2849,5717,Samsun,Tekkeköy
25-29,1864,1741,3605,Samsun,Tekkeköy
30-34,1905,1773,3678,Samsun,Tekkeköy
35-39,1992,1911,3903,Samsun,Tekkeköy
40-44,1820,1712,3532,Samsun,Tekkeköy
45-49,1613,1612,3225,Samsun,Tekkeköy
50-54,1734,1706,3440,Samsun,Tekkeköy
55-59,1582,1522,3104,Samsun,Tekkeköy
60-64,1285,1312,2597,Samsun,Tekkeköy
65-69,933,987,1920,Samsun,Tekkeköy
70-74,571,717,1288,Samsun,Tekkeköy
75+,802,1308,2110,Samsun,Tekkeköy
18-24,1428,1369,2797,İstanbul,Şile
25-29,1178,1017,2195,İstanbul,Şile
30-34,1095,999,2094,İstanbul,Şile
35-39,1206,1094,2300,İstanbul,Şile
40-44,1052,1013,2065,İstanbul,Şile
45-49,1123,1100,2223,İstanbul,Şile
50-54,1239,1122,2361,İstanbul,Şile
55-59,1243,1188,2431,İstanbul,Şile
60-64,1189,1208,2397,İstanbul,Şile
65-69,992,1041,2033,İstanbul,Şile
70-74,790,784,1574,İstanbul,Şile
75+,1132,1310,2442,İstanbul,Şile
18-24,828,812,1640,Bilecik,Söğüt
25-29,570,561,1131,Bilecik,Söğüt
30-34,594,620,1214,Bilecik,Söğüt
35-39,701,626,1327,Bilecik,Söğüt
40-44,604,600,1204,Bilecik,Söğüt
45-49,584,602,1186,Bilecik,Söğüt
50-54,586,584,1170,Bilecik,Söğüt
55-59,635,619,1254,Bilecik,Söğüt
60-64,505,528,1033,Bilecik,Söğüt
65-69,358,383,741,Bilecik,Söğüt
70-74,248,337,585,Bilecik,Söğüt
75+,427,629,1056,Bilecik,Söğüt
18-24,426,344,770,Ordu,Çamaş
25-29,211,175,386,Ordu,Çamaş
30-34,211,163,374,Ordu,Çamaş
35-39,235,214,449,Ordu,Çamaş
40-44,285,247,532,Ordu,Çamaş
45-49,296,254,550,Ordu,Çamaş
50-54,376,368,744,Ordu,Çamaş
55-59,371,368,739,Ordu,Çamaş
60-64,332,370,702,Ordu,Çamaş
65-69,291,341,632,Ordu,Çamaş
70-74,195,226,421,Ordu,Çamaş
75+,211,358,569,Ordu,Çamaş
18-24,128,116,244,Eskişehir,Mihalgazi
25-29,57,70,127,Eskişehir,Mihalgazi
30-34,79,82,161,Eskişehir,Mihalgazi
35-39,85,84,169,Eskişehir,Mihalgazi
40-44,105,90,195,Eskişehir,Mihalgazi
45-49,105,111,216,Eskişehir,Mihalgazi
50-54,136,130,266,Eskişehir,Mihalgazi
55-59,132,126,258,Eskişehir,Mihalgazi
60-64,94,117,211,Eskişehir,Mihalgazi
65-69,90,146,236,Eskişehir,Mihalgazi
70-74,92,103,195,Eskişehir,Mihalgazi
75+,165,199,364,Eskişehir,Mihalgazi
18-24,1303,1328,2631,Sivas,Suşehri
25-29,735,752,1487,Sivas,Suşehri
30-34,773,726,1499,Sivas,Suşehri
35-39,780,767,1547,Sivas,Suşehri
40-44,797,747,1544,Sivas,Suşehri
45-49,745,724,1469,Sivas,Suşehri
50-54,738,676,1414,Sivas,Suşehri
55-59,726,780,1506,Sivas,Suşehri
60-64,851,854,1705,Sivas,Suşehri
65-69,703,836,1539,Sivas,Suşehri
70-74,502,674,1176,Sivas,Suşehri
75+,702,887,1589,Sivas,Suşehri
18-24,2868,3058,5926,Denizli,Çivril
25-29,1768,1712,3480,Denizli,Çivril
30-34,2008,1834,3842,Denizli,Çivril
35-39,2061,1900,3961,Denizli,Çivril
40-44,2071,1971,4042,Denizli,Çivril
45-49,2014,1960,3974,Denizli,Çivril
50-54,1924,2033,3957,Denizli,Çivril
55-59,1919,1961,3880,Denizli,Çivril
60-64,1657,1898,3555,Denizli,Çivril
65-69,1471,1738,3209,Denizli,Çivril
70-74,1014,1304,2318,Denizli,Çivril
75+,1553,2290,3843,Denizli,Çivril
18-24,6818,6713,13531,Balıkesir,Bandırma
25-29,5317,5192,10509,Balıkesir,Bandırma
30-34,5837,5439,11276,Balıkesir,Bandırma
35-39,6088,6063,12151,Balıkesir,Bandırma
40-44,5566,5565,11131,Balıkesir,Bandırma
45-49,5179,5352,10531,Balıkesir,Bandırma
50-54,4863,5166,10029,Balıkesir,Bandırma
55-59,4767,4936,9703,Balıkesir,Bandırma
60-64,3907,4086,7993,Balıkesir,Bandırma
65-69,2901,3519,6420,Balıkesir,Bandırma
70-74,2114,2585,4699,Balıkesir,Bandırma
75+,2610,3915,6525,Balıkesir,Bandırma
18-24,23498,24571,48069,Adana,Yüreğir
25-29,16024,16181,32205,Adana,Yüreğir
30-34,16167,15694,31861,Adana,Yüreğir
35-39,16772,16151,32923,Adana,Yüreğir
40-44,14068,13387,27455,Adana,Yüreğir
45-49,11860,11484,23344,Adana,Yüreğir
50-54,10431,10127,20558,Adana,Yüreğir
55-59,8736,8994,17730,Adana,Yüreğir
60-64,7387,7734,15121,Adana,Yüreğir
65-69,5213,5863,11076,Adana,Yüreğir
70-74,2909,3757,6666,Adana,Yüreğir
75+,3343,5163,8506,Adana,Yüreğir
18-24,1483,1598,3081,Bolu,Gerede
25-29,1014,1016,2030,Bolu,Gerede
30-34,1085,1003,2088,Bolu,Gerede
35-39,1203,1039,2242,Bolu,Gerede
40-44,1084,1031,2115,Bolu,Gerede
45-49,1069,1088,2157,Bolu,Gerede
50-54,908,984,1892,Bolu,Gerede
55-59,944,1053,1997,Bolu,Gerede
60-64,974,1091,2065,Bolu,Gerede
65-69,878,1023,1901,Bolu,Gerede
70-74,671,764,1435,Bolu,Gerede
75+,999,1319,2318,Bolu,Gerede
18-24,259,253,512,Kastamonu,İhsangazi
25-29,161,120,281,Kastamonu,İhsangazi
30-34,145,132,277,Kastamonu,İhsangazi
35-39,159,164,323,Kastamonu,İhsangazi
40-44,161,131,292,Kastamonu,İhsangazi
45-49,146,172,318,Kastamonu,İhsangazi
50-54,172,194,366,Kastamonu,İhsangazi
55-59,208,184,392,Kastamonu,İhsangazi
60-64,222,237,459,Kastamonu,İhsangazi
65-69,174,223,397,Kastamonu,İhsangazi
70-74,124,161,285,Kastamonu,İhsangazi
75+,154,217,371,Kastamonu,İhsangazi
18-24,6089,6525,12614,Kilis,Kilis Merkez
25-29,4892,4027,8919,Kilis,Kilis Merkez
30-34,3960,3783,7743,Kilis,Kilis Merkez
35-39,3627,3699,7326,Kilis,Kilis Merkez
40-44,3208,3212,6420,Kilis,Kilis Merkez
45-49,2976,2888,5864,Kilis,Kilis Merkez
50-54,2708,2642,5350,Kilis,Kilis Merkez
55-59,2210,2163,4373,Kilis,Kilis Merkez
60-64,1596,1651,3247,Kilis,Kilis Merkez
65-69,1304,1506,2810,Kilis,Kilis Merkez
70-74,892,1197,2089,Kilis,Kilis Merkez
75+,1381,2009,3390,Kilis,Kilis Merkez
18-24,31353,32082,63435,İstanbul,Sultangazi
25-29,23108,22630,45738,İstanbul,Sultangazi
30-34,23877,22790,46667,İstanbul,Sultangazi
35-39,25021,23280,48301,İstanbul,Sultangazi
40-44,20829,19204,40033,İstanbul,Sultangazi
45-49,17228,14936,32164,İstanbul,Sultangazi
50-54,13219,11370,24589,İstanbul,Sultangazi
55-59,9202,8614,17816,İstanbul,Sultangazi
60-64,6186,6542,12728,İstanbul,Sultangazi
65-69,3966,4454,8420,İstanbul,Sultangazi
70-74,2132,2708,4840,İstanbul,Sultangazi
75+,2052,3605,5657,İstanbul,Sultangazi
18-24,593,578,1171,Nevşehir,Kozaklı
25-29,367,435,802,Nevşehir,Kozaklı
30-34,407,395,802,Nevşehir,Kozaklı
35-39,455,384,839,Nevşehir,Kozaklı
40-44,390,408,798,Nevşehir,Kozaklı
45-49,442,430,872,Nevşehir,Kozaklı
50-54,500,511,1011,Nevşehir,Kozaklı
55-59,530,478,1008,Nevşehir,Kozaklı
60-64,466,510,976,Nevşehir,Kozaklı
65-69,410,481,891,Nevşehir,Kozaklı
70-74,290,377,667,Nevşehir,Kozaklı
75+,357,602,959,Nevşehir,Kozaklı
18-24,6287,6489,12776,Kars,Kars Merkez
25-29,4398,4699,9097,Kars,Kars Merkez
30-34,4354,4133,8487,Kars,Kars Merkez
35-39,4138,4102,8240,Kars,Kars Merkez
40-44,3633,3223,6856,Kars,Kars Merkez
45-49,3146,2675,5821,Kars,Kars Merkez
50-54,2695,2432,5127,Kars,Kars Merkez
55-59,2279,2113,4392,Kars,Kars Merkez
60-64,1776,1703,3479,Kars,Kars Merkez
65-69,1314,1392,2706,Kars,Kars Merkez
70-74,1024,1064,2088,Kars,Kars Merkez
75+,1209,1626,2835,Kars,Kars Merkez
18-24,629,635,1264,Sinop,Türkeli
25-29,400,407,807,Sinop,Türkeli
30-34,472,421,893,Sinop,Türkeli
35-39,473,429,902,Sinop,Türkeli
40-44,383,372,755,Sinop,Türkeli
45-49,416,390,806,Sinop,Türkeli
50-54,444,421,865,Sinop,Türkeli
55-59,509,606,1115,Sinop,Türkeli
60-64,526,567,1093,Sinop,Türkeli
65-69,497,496,993,Sinop,Türkeli
70-74,337,414,751,Sinop,Türkeli
75+,444,720,1164,Sinop,Türkeli
18-24,8383,8331,16714,Balıkesir,Altıeylül
25-29,6092,5666,11758,Balıkesir,Altıeylül
30-34,6005,6151,12156,Balıkesir,Altıeylül
35-39,6778,6820,13598,Balıkesir,Altıeylül
40-44,6621,6824,13445,Balıkesir,Altıeylül
45-49,6280,6382,12662,Balıkesir,Altıeylül
50-54,5886,5984,11870,Balıkesir,Altıeylül
55-59,5193,5468,10661,Balıkesir,Altıeylül
60-64,4400,4602,9002,Balıkesir,Altıeylül
65-69,3222,3595,6817,Balıkesir,Altıeylül
70-74,2143,2625,4768,Balıkesir,Altıeylül
75+,2934,4127,7061,Balıkesir,Altıeylül
18-24,1379,1507,2886,Aydın,Bozdoğan
25-29,959,894,1853,Aydın,Bozdoğan
30-34,1028,988,2016,Aydın,Bozdoğan
35-39,1126,999,2125,Aydın,Bozdoğan
40-44,1108,1021,2129,Aydın,Bozdoğan
45-49,1155,1081,2236,Aydın,Bozdoğan
50-54,1138,1107,2245,Aydın,Bozdoğan
55-59,1184,1195,2379,Aydın,Bozdoğan
60-64,1127,1093,2220,Aydın,Bozdoğan
65-69,808,884,1692,Aydın,Bozdoğan
70-74,621,739,1360,Aydın,Bozdoğan
75+,1070,1625,2695,Aydın,Bozdoğan
18-24,29449,31660,61109,Batman,Batman Merkez
25-29,19621,20350,39971,Batman,Batman Merkez
30-34,16368,16086,32454,Batman,Batman Merkez
35-39,16196,16242,32438,Batman,Batman Merkez
40-44,11816,11515,23331,Batman,Batman Merkez
45-49,9538,8929,18467,Batman,Batman Merkez
50-54,7743,6969,14712,Batman,Batman Merkez
55-59,5233,5077,10310,Batman,Batman Merkez
60-64,4174,4002,8176,Batman,Batman Merkez
65-69,2620,3404,6024,Batman,Batman Merkez
70-74,1592,2295,3887,Batman,Batman Merkez
75+,2378,3925,6303,Batman,Batman Merkez
18-24,1751,1629,3380,Van,Saray
25-29,895,735,1630,Van,Saray
30-34,675,625,1300,Van,Saray
35-39,597,581,1178,Van,Saray
40-44,432,388,820,Van,Saray
45-49,439,347,786,Van,Saray
50-54,373,366,739,Van,Saray
55-59,314,260,574,Van,Saray
60-64,184,269,453,Van,Saray
65-69,152,200,352,Van,Saray
70-74,91,90,181,Van,Saray
75+,133,125,258,Van,Saray
18-24,1196,1274,2470,Manisa,Gördes
25-29,668,645,1313,Manisa,Gördes
30-34,716,693,1409,Manisa,Gördes
35-39,834,872,1706,Manisa,Gördes
40-44,1046,1010,2056,Manisa,Gördes
45-49,1030,1080,2110,Manisa,Gördes
50-54,1066,1089,2155,Manisa,Gördes
55-59,1188,1201,2389,Manisa,Gördes
60-64,1043,1164,2207,Manisa,Gördes
65-69,786,863,1649,Manisa,Gördes
70-74,552,661,1213,Manisa,Gördes
75+,815,1267,2082,Manisa,Gördes
18-24,1173,1074,2247,Kayseri,Pınarbaşı
25-29,723,657,1380,Kayseri,Pınarbaşı
30-34,781,633,1414,Kayseri,Pınarbaşı
35-39,871,666,1537,Kayseri,Pınarbaşı
40-44,738,609,1347,Kayseri,Pınarbaşı
45-49,649,615,1264,Kayseri,Pınarbaşı
50-54,775,642,1417,Kayseri,Pınarbaşı
55-59,650,690,1340,Kayseri,Pınarbaşı
60-64,636,652,1288,Kayseri,Pınarbaşı
65-69,513,656,1169,Kayseri,Pınarbaşı
70-74,470,545,1015,Kayseri,Pınarbaşı
75+,698,926,1624,Kayseri,Pınarbaşı
18-24,18246,19128,37374,Mersin,Tarsus
25-29,11695,12064,23759,Mersin,Tarsus
30-34,12182,11999,24181,Mersin,Tarsus
35-39,12551,12661,25212,Mersin,Tarsus
40-44,11549,11479,23028,Mersin,Tarsus
45-49,10249,10593,20842,Mersin,Tarsus
50-54,10067,10035,20102,Mersin,Tarsus
55-59,8507,8855,17362,Mersin,Tarsus
60-64,7217,7504,14721,Mersin,Tarsus
65-69,5141,5677,10818,Mersin,Tarsus
70-74,3140,3937,7077,Mersin,Tarsus
75+,4002,5895,9897,Mersin,Tarsus
18-24,4164,3909,8073,Gümüşhane,Gümüşhane Merkez
25-29,1951,1819,3770,Gümüşhane,Gümüşhane Merkez
30-34,1954,1698,3652,Gümüşhane,Gümüşhane Merkez
35-39,1607,1472,3079,Gümüşhane,Gümüşhane Merkez
40-44,1320,1209,2529,Gümüşhane,Gümüşhane Merkez
45-49,1263,1226,2489,Gümüşhane,Gümüşhane Merkez
50-54,1342,1271,2613,Gümüşhane,Gümüşhane Merkez
55-59,1226,1228,2454,Gümüşhane,Gümüşhane Merkez
60-64,1092,1124,2216,Gümüşhane,Gümüşhane Merkez
65-69,744,830,1574,Gümüşhane,Gümüşhane Merkez
70-74,509,684,1193,Gümüşhane,Gümüşhane Merkez
75+,893,1313,2206,Gümüşhane,Gümüşhane Merkez
18-24,717,835,1552,Yozgat,Şefaatli
25-29,426,419,845,Yozgat,Şefaatli
30-34,424,397,821,Yozgat,Şefaatli
35-39,416,394,810,Yozgat,Şefaatli
40-44,427,456,883,Yozgat,Şefaatli
45-49,503,472,975,Yozgat,Şefaatli
50-54,575,540,1115,Yozgat,Şefaatli
55-59,562,535,1097,Yozgat,Şefaatli
60-64,442,495,937,Yozgat,Şefaatli
65-69,437,498,935,Yozgat,Şefaatli
70-74,269,359,628,Yozgat,Şefaatli
75+,361,565,926,Yozgat,Şefaatli
18-24,3607,3856,7463,Samsun,Terme
25-29,2032,2041,4073,Samsun,Terme
30-34,1925,1958,3883,Samsun,Terme
35-39,2223,2381,4604,Samsun,Terme
40-44,2273,2264,4537,Samsun,Terme
45-49,2332,2340,4672,Samsun,Terme
50-54,2651,2650,5301,Samsun,Terme
55-59,2718,2571,5289,Samsun,Terme
60-64,2444,2430,4874,Samsun,Terme
65-69,1863,1943,3806,Samsun,Terme
70-74,1269,1488,2757,Samsun,Terme
75+,1767,2658,4425,Samsun,Terme
18-24,12864,12245,25109,İstanbul,Beyoğlu
25-29,10344,8975,19319,İstanbul,Beyoğlu
30-34,10500,9125,19625,İstanbul,Beyoğlu
35-39,10605,9828,20433,İstanbul,Beyoğlu
40-44,9144,8686,17830,İstanbul,Beyoğlu
45-49,8686,8120,16806,İstanbul,Beyoğlu
50-54,7691,6967,14658,İstanbul,Beyoğlu
55-59,6231,5757,11988,İstanbul,Beyoğlu
60-64,4559,4408,8967,İstanbul,Beyoğlu
65-69,2850,3107,5957,İstanbul,Beyoğlu
70-74,1755,2139,3894,İstanbul,Beyoğlu
75+,2225,3968,6193,İstanbul,Beyoğlu
18-24,3325,3295,6620,Mersin,Anamur
25-29,1853,1907,3760,Mersin,Anamur
30-34,2019,2021,4040,Mersin,Anamur
35-39,2311,2385,4696,Mersin,Anamur
40-44,2396,2583,4979,Mersin,Anamur
45-49,2573,2581,5154,Mersin,Anamur
50-54,2482,2485,4967,Mersin,Anamur
55-59,2148,2117,4265,Mersin,Anamur
60-64,1738,1700,3438,Mersin,Anamur
65-69,1315,1403,2718,Mersin,Anamur
70-74,1053,1164,2217,Mersin,Anamur
75+,1599,1954,3553,Mersin,Anamur
18-24,503,551,1054,Muğla,Kavaklıdere
25-29,359,356,715,Muğla,Kavaklıdere
30-34,381,318,699,Muğla,Kavaklıdere
35-39,366,353,719,Muğla,Kavaklıdere
40-44,387,363,750,Muğla,Kavaklıdere
45-49,396,348,744,Muğla,Kavaklıdere
50-54,355,362,717,Muğla,Kavaklıdere
55-59,340,317,657,Muğla,Kavaklıdere
60-64,263,317,580,Muğla,Kavaklıdere
65-69,219,232,451,Muğla,Kavaklıdere
70-74,185,208,393,Muğla,Kavaklıdere
75+,305,468,773,Muğla,Kavaklıdere
18-24,3395,3164,6559,Şanlıurfa,Hilvan
25-29,1892,1703,3595,Şanlıurfa,Hilvan
30-34,1397,1297,2694,Şanlıurfa,Hilvan
35-39,1248,1258,2506,Şanlıurfa,Hilvan
40-44,1076,1024,2100,Şanlıurfa,Hilvan
45-49,855,831,1686,Şanlıurfa,Hilvan
50-54,869,800,1669,Şanlıurfa,Hilvan
55-59,605,643,1248,Şanlıurfa,Hilvan
60-64,449,438,887,Şanlıurfa,Hilvan
65-69,333,413,746,Şanlıurfa,Hilvan
70-74,249,335,584,Şanlıurfa,Hilvan
75+,318,539,857,Şanlıurfa,Hilvan
18-24,9256,9286,18542,Hakkari,Yüksekova
25-29,7894,5799,13693,Hakkari,Yüksekova
30-34,4584,4230,8814,Hakkari,Yüksekova
35-39,4665,4630,9295,Hakkari,Yüksekova
40-44,2842,2730,5572,Hakkari,Yüksekova
45-49,2188,2007,4195,Hakkari,Yüksekova
50-54,1911,1827,3738,Hakkari,Yüksekova
55-59,1425,1497,2922,Hakkari,Yüksekova
60-64,959,1157,2116,Hakkari,Yüksekova
65-69,682,923,1605,Hakkari,Yüksekova
70-74,479,563,1042,Hakkari,Yüksekova
75+,564,823,1387,Hakkari,Yüksekova
18-24,171,173,344,Erzincan,Kemaliye
25-29,123,128,251,Erzincan,Kemaliye
30-34,140,100,240,Erzincan,Kemaliye
35-39,120,107,227,Erzincan,Kemaliye
40-44,115,97,212,Erzincan,Kemaliye
45-49,134,110,244,Erzincan,Kemaliye
50-54,126,138,264,Erzincan,Kemaliye
55-59,175,153,328,Erzincan,Kemaliye
60-64,183,182,365,Erzincan,Kemaliye
65-69,204,193,397,Erzincan,Kemaliye
70-74,175,188,363,Erzincan,Kemaliye
75+,349,426,775,Erzincan,Kemaliye
18-24,9759,10805,20564,Karaman,Karaman Merkez
25-29,6563,6690,13253,Karaman,Karaman Merkez
30-34,7275,7094,14369,Karaman,Karaman Merkez
35-39,7258,6969,14227,Karaman,Karaman Merkez
40-44,6416,6568,12984,Karaman,Karaman Merkez
45-49,6033,6046,12079,Karaman,Karaman Merkez
50-54,5289,5425,10714,Karaman,Karaman Merkez
55-59,4391,4771,9162,Karaman,Karaman Merkez
60-64,3664,3880,7544,Karaman,Karaman Merkez
65-69,2861,3105,5966,Karaman,Karaman Merkez
70-74,1825,2178,4003,Karaman,Karaman Merkez
75+,2825,3737,6562,Karaman,Karaman Merkez
18-24,2175,2238,4413,Gümüşhane,Kelkit
25-29,1356,1211,2567,Gümüşhane,Kelkit
30-34,1309,1181,2490,Gümüşhane,Kelkit
35-39,1270,1109,2379,Gümüşhane,Kelkit
40-44,1115,1061,2176,Gümüşhane,Kelkit
45-49,1048,980,2028,Gümüşhane,Kelkit
50-54,1053,1017,2070,Gümüşhane,Kelkit
55-59,1105,1007,2112,Gümüşhane,Kelkit
60-64,949,924,1873,Gümüşhane,Kelkit
65-69,749,788,1537,Gümüşhane,Kelkit
70-74,462,683,1145,Gümüşhane,Kelkit
75+,837,1216,2053,Gümüşhane,Kelkit
18-24,2511,2606,5117,Balıkesir,Burhaniye
25-29,1682,1656,3338,Balıkesir,Burhaniye
30-34,1771,1849,3620,Balıkesir,Burhaniye
35-39,1977,2077,4054,Balıkesir,Burhaniye
40-44,1944,2006,3950,Balıkesir,Burhaniye
45-49,2027,2155,4182,Balıkesir,Burhaniye
50-54,1966,2235,4201,Balıkesir,Burhaniye
55-59,2245,2469,4714,Balıkesir,Burhaniye
60-64,2280,2219,4499,Balıkesir,Burhaniye
65-69,1824,1844,3668,Balıkesir,Burhaniye
70-74,1358,1402,2760,Balıkesir,Burhaniye
75+,1550,1783,3333,Balıkesir,Burhaniye
