age,male,female,all,city,district
18-24,864,749,1613,Muğla,Datça
25-29,571,525,1096,Muğla,Datça
30-34,613,646,1259,Muğla,Datça
35-39,777,783,1560,Muğla,Datça
40-44,774,685,1459,Muğla,Datça
45-49,773,787,1560,Muğla,Datça
50-54,796,838,1634,Muğla,Datça
55-59,850,905,1755,Muğla,Datça
60-64,911,897,1808,Muğla,Datça
65-69,789,750,1539,Muğla,Datça
70-74,625,561,1186,Muğla,Datça
75+,911,1041,1952,Muğla,Datça
18-24,1447,1289,2736,Konya,Bozkır
25-29,743,623,1366,Konya,Bozkır
30-34,749,686,1435,Konya,Bozkır
35-39,803,690,1493,Konya,Bozkır
40-44,719,774,1493,Konya,Bozkır
45-49,744,752,1496,Konya,Bozkır
50-54,767,798,1565,Konya,Bozkır
55-59,738,864,1602,Konya,Bozkır
60-64,678,753,1431,Konya,Bozkır
65-69,551,689,1240,Konya,Bozkır
70-74,494,755,1249,Konya,Bozkır
75+,999,1435,2434,Konya,Bozkır
18-24,830,760,1590,Ordu,İkizce
25-29,422,326,748,Ordu,İkizce
30-34,380,367,747,Ordu,İkizce
35-39,430,381,811,Ordu,İkizce
40-44,429,416,845,Ordu,İkizce
45-49,451,388,839,Ordu,İkizce
50-54,524,513,1037,Ordu,İkizce
55-59,511,471,982,Ordu,İkizce
60-64,481,482,963,Ordu,İkizce
65-69,393,378,771,Ordu,İkizce
70-74,291,315,606,Ordu,İkizce
75+,353,514,867,Ordu,İkizce
18-24,244,208,452,Giresun,Çamoluk
25-29,140,99,239,Giresun,Çamoluk
30-34,148,123,271,Giresun,Çamoluk
35-39,154,128,282,Giresun,Çamoluk
40-44,134,93,227,Giresun,Çamoluk
45-49,158,137,295,Giresun,Çamoluk
50-54,211,197,408,Giresun,Çamoluk
55-59,306,327,633,Giresun,Çamoluk
60-64,417,418,835,Giresun,Çamoluk
65-69,334,370,704,Giresun,Çamoluk
70-74,214,288,502,Giresun,Çamoluk
75+,423,489,912,Giresun,Çamoluk
18-24,17359,18017,35376,Şanlıurfa,Siverek
25-29,10392,10615,21007,Şanlıurfa,Siverek
30-34,8243,8066,16309,Şanlıurfa,Siverek
35-39,7061,6958,14019,Şanlıurfa,Siverek
40-44,5675,5815,11490,Şanlıurfa,Siverek
45-49,4718,4729,9447,Şanlıurfa,Siverek
50-54,4046,3840,7886,Şanlıurfa,Siverek
55-59,2909,3120,6029,Şanlıurfa,Siverek
60-64,1883,2133,4016,Şanlıurfa,Siverek
65-69,1567,1832,3399,Şanlıurfa,Siverek
70-74,1040,1301,2341,Şanlıurfa,Siverek
75+,1357,2259,3616,Şanlıurfa,Siverek
18-24,62,76,138,Rize,Hemşin
25-29,47,52,99,Rize,Hemşin
30-34,66,35,101,Rize,Hemşin
35-39,52,46,98,Rize,Hemşin
40-44,65,50,115,Rize,Hemşin
45-49,68,69,137,Rize,Hemşin
50-54,101,100,201,Rize,Hemşin
55-59,106,121,227,Rize,Hemşin
60-64,145,153,298,Rize,Hemşin
65-69,109,115,224,Rize,Hemşin
70-74,93,103,196,Rize,Hemşin
75+,114,225,339,Rize,Hemşin
18-24,113,89,202,Sivas,Doğanşar
25-29,75,54,129,Sivas,Doğanşar
30-34,49,43,92,Sivas,Doğanşar
35-39,49,45,94,Sivas,Doğanşar
40-44,63,64,127,Sivas,Doğanşar
45-49,42,79,121,Sivas,Doğanşar
50-54,77,91,168,Sivas,Doğanşar
55-59,118,133,251,Sivas,Doğanşar
60-64,169,189,358,Sivas,Doğanşar
65-69,156,174,330,Sivas,Doğanşar
70-74,149,164,313,Sivas,Doğanşar
75+,161,208,369,Sivas,Doğanşar
18-24,3977,3995,7972,Çanakkale,Biga
25-29,2898,2775,5673,Çanakkale,Biga
30-34,3106,2885,5991,Çanakkale,Biga
35-39,3613,3316,6929,Çanakkale,Biga
40-44,3163,2974,6137,Çanakkale,Biga
45-49,2994,2891,5885,Çanakkale,Biga
50-54,2960,2940,5900,Çanakkale,Biga
55-59,2942,2951,5893,Çanakkale,Biga
60-64,2545,2745,5290,Çanakkale,Biga
65-69,2331,2389,4720,Çanakkale,Biga
70-74,1480,1748,3228,Çanakkale,Biga
75+,2251,3169,5420,Çanakkale,Biga
18-24,239,237,476,Çankırı,Eldivan
25-29,149,111,260,Çankırı,Eldivan
30-34,171,111,282,Çankırı,Eldivan
35-39,146,109,255,Çankırı,Eldivan
40-44,159,138,297,Çankırı,Eldivan
45-49,162,173,335,Çankırı,Eldivan
50-54,219,217,436,Çankırı,Eldivan
55-59,243,256,499,Çankırı,Eldivan
60-64,249,266,515,Çankırı,Eldivan
65-69,202,235,437,Çankırı,Eldivan
70-74,153,184,337,Çankırı,Eldivan
75+,295,412,707,Çankırı,Eldivan
18-24,14162,16039,30201,Aksaray,Aksaray Merkez
25-29,9980,10108,20088,Aksaray,Aksaray Merkez
30-34,10965,10842,21807,Aksaray,Aksaray Merkez
35-39,11313,10956,22269,Aksaray,Aksaray Merkez
40-44,9501,9682,19183,Aksaray,Aksaray Merkez
45-49,8245,8590,16835,Aksaray,Aksaray Merkez
50-54,7176,7257,14433,Aksaray,Aksaray Merkez
55-59,5680,6205,11885,Aksaray,Aksaray Merkez
60-64,4571,4990,9561,Aksaray,Aksaray Merkez
65-69,3968,4422,8390,Aksaray,Aksaray Merkez
70-74,2481,3075,5556,Aksaray,Aksaray Merkez
75+,2992,4535,7527,Aksaray,Aksaray Merkez
18-24,1221,1218,2439,Ordu,Aybastı
25-29,664,627,1291,Ordu,Aybastı
30-34,676,590,1266,Ordu,Aybastı
35-39,729,697,1426,Ordu,Aybastı
40-44,708,634,1342,Ordu,Aybastı
45-49,740,714,1454,Ordu,Aybastı
50-54,659,706,1365,Ordu,Aybastı
55-59,641,675,1316,Ordu,Aybastı
60-64,619,732,1351,Ordu,Aybastı
65-69,496,653,1149,Ordu,Aybastı
70-74,401,447,848,Ordu,Aybastı
75+,690,905,1595,Ordu,Aybastı
18-24,525,463,988,Eskişehir,Seyitgazi
25-29,339,287,626,Eskişehir,Seyitgazi
30-34,425,310,735,Eskişehir,Seyitgazi
35-39,365,329,694,Eskişehir,Seyitgazi
40-44,413,367,780,Eskişehir,Seyitgazi
45-49,462,424,886,Eskişehir,Seyitgazi
50-54,537,506,1043,Eskişehir,Seyitgazi
55-59,599,560,1159,Eskişehir,Seyitgazi
60-64,459,481,940,Eskişehir,Seyitgazi
65-69,448,440,888,Eskişehir,Seyitgazi
70-74,323,403,726,Eskişehir,Seyitgazi
75+,559,769,1328,Eskişehir,Seyitgazi
18-24,1133,1138,2271,Aksaray,Gülağaç
25-29,663,566,1229,Aksaray,Gülağaç
30-34,688,526,1214,Aksaray,Gülağaç
35-39,619,559,1178,Aksaray,Gülağaç
40-44,565,547,1112,Aksaray,Gülağaç
45-49,591,600,1191,Aksaray,Gülağaç
50-54,527,582,1109,Aksaray,Gülağaç
55-59,498,544,1042,Aksaray,Gülağaç
60-64,444,474,918,Aksaray,Gülağaç
65-69,374,421,795,Aksaray,Gülağaç
70-74,285,353,638,Aksaray,Gülağaç
75+,372,497,869,Aksaray,Gülağaç
18-24,5154,5486,10640,Bursa,Gemlik
25-29,3876,3781,7657,Bursa,Gemlik
30-34,4149,4072,8221,Bursa,Gemlik
35-39,4608,4571,9179,Bursa,Gemlik
40-44,4172,4147,8319,Bursa,Gemlik
45-49,3696,3705,7401,Bursa,Gemlik
50-54,3504,3634,7138,Bursa,Gemlik
55-59,3145,3367,6512,Bursa,Gemlik
60-64,2854,2891,5745,Bursa,Gemlik
65-69,2210,2199,4409,Bursa,Gemlik
70-74,1305,1556,2861,Bursa,Gemlik
75+,1742,2342,4084,Bursa,Gemlik
18-24,27793,29503,57296,Ankara,Sincan
25-29,20593,21465,42058,Ankara,Sincan
30-34,22311,22039,44350,Ankara,Sincan
35-39,22959,22333,45292,Ankara,Sincan
40-44,19842,19110,38952,Ankara,Sincan
45-49,17208,16719,33927,Ankara,Sincan
50-54,14518,14368,28886,Ankara,Sincan
55-59,12601,12224,24825,Ankara,Sincan
60-64,9113,9316,18429,Ankara,Sincan
65-69,6027,6170,12197,Ankara,Sincan
70-74,3251,3779,7030,Ankara,Sincan
75+,3301,5179,8480,Ankara,Sincan
18-24,2646,2615,5261,Antalya,Kaş
25-29,1901,1766,3667,Antalya,Kaş
30-34,2149,1921,4070,Antalya,Kaş
35-39,2294,2204,4498,Antalya,Kaş
40-44,2236,1999,4235,Antalya,Kaş
45-49,2407,2171,4578,Antalya,Kaş
50-54,2101,1911,4012,Antalya,Kaş
55-59,1848,1630,3478,Antalya,Kaş
60-64,1361,1284,2645,Antalya,Kaş
65-69,988,1101,2089,Antalya,Kaş
70-74,790,884,1674,Antalya,Kaş
75+,1360,1580,2940,Antalya,Kaş
18-24,1520,1482,3002,Kars,Digor
25-29,950,850,1800,Kars,Digor
30-34,753,620,1373,Kars,Digor
35-39,725,720,1445,Kars,Digor
40-44,645,517,1162,Kars,Digor
45-49,520,476,996,Kars,Digor
50-54,423,428,851,Kars,Digor
55-59,402,372,774,Kars,Digor
60-64,367,348,715,Kars,Digor
65-69,229,274,503,Kars,Digor
70-74,252,254,506,Kars,Digor
75+,268,336,604,Kars,Digor
18-24,6527,6886,13413,Ordu,Ünye
25-29,3878,4105,7983,Ordu,Ünye
30-34,4096,4113,8209,Ordu,Ünye
35-39,4429,4657,9086,Ordu,Ünye
40-44,4331,4323,8654,Ordu,Ünye
45-49,3913,3944,7857,Ordu,Ünye
50-54,4086,4065,8151,Ordu,Ünye
55-59,3714,3689,7403,Ordu,Ünye
60-64,3253,3416,6669,Ordu,Ünye
65-69,2612,2627,5239,Ordu,Ünye
70-74,1759,2018,3777,Ordu,Ünye
75+,2342,3449,5791,Ordu,Ünye
18-24,1989,2181,4170,Zonguldak,Alaplı
25-29,1419,1445,2864,Zonguldak,Alaplı
30-34,1593,1472,3065,Zonguldak,Alaplı
35-39,1661,1648,3309,Zonguldak,Alaplı
40-44,1592,1553,3145,Zonguldak,Alaplı
45-49,1462,1485,2947,Zonguldak,Alaplı
50-54,1370,1527,2897,Zonguldak,Alaplı
55-59,1396,1459,2855,Zonguldak,Alaplı
60-64,1225,1381,2606,Zonguldak,Alaplı
65-69,860,945,1805,Zonguldak,Alaplı
70-74,526,595,1121,Zonguldak,Alaplı
75+,698,998,1696,Zonguldak,Alaplı
18-24,549,542,1091,Ordu,Kabataş
25-29,244,240,484,Ordu,Kabataş
30-34,277,230,507,Ordu,Kabataş
35-39,337,302,639,Ordu,Kabataş
40-44,345,291,636,Ordu,Kabataş
45-49,358,373,731,Ordu,Kabataş
50-54,389,417,806,Ordu,Kabataş
55-59,352,386,738,Ordu,Kabataş
60-64,357,445,802,Ordu,Kabataş
65-69,248,340,588,Ordu,Kabataş
70-74,217,225,442,Ordu,Kabataş
75+,351,439,790,Ordu,Kabataş
18-24,1220,1289,2509,Sakarya,Ferizli
25-29,972,941,1913,Sakarya,Ferizli
30-34,952,843,1795,Sakarya,Ferizli
35-39,1002,857,1859,Sakarya,Ferizli
40-44,888,772,1660,Sakarya,Ferizli
45-49,798,837,1635,Sakarya,Ferizli
50-54,831,767,1598,Sakarya,Ferizli
55-59,740,698,1438,Sakarya,Ferizli
60-64,674,678,1352,Sakarya,Ferizli
65-69,492,472,964,Sakarya,Ferizli
70-74,321,333,654,Sakarya,Ferizli
75+,435,639,1074,Sakarya,Ferizli
18-24,257,199,456,Isparta,Aksu
25-29,131,80,211,Isparta,Aksu
30-34,115,82,197,Isparta,Aksu
35-39,111,91,202,Isparta,Aksu
40-44,124,96,220,Isparta,Aksu
45-49,148,136,284,Isparta,Aksu
50-54,138,145,283,Isparta,Aksu
55-59,149,159,308,Isparta,Aksu
60-64,134,162,296,Isparta,Aksu
65-69,137,194,331,Isparta,Aksu
70-74,135,167,302,Isparta,Aksu
75+,269,305,574,Isparta,Aksu
18-24,2931,2795,5726,Diyarbakır,Dicle
25-29,1546,1267,2813,Diyarbakır,Dicle
30-34,1052,1052,2104,Diyarbakır,Dicle
35-39,971,1081,2052,Diyarbakır,Dicle
40-44,841,888,1729,Diyarbakır,Dicle
45-49,799,808,1607,Diyarbakır,Dicle
50-54,624,619,1243,Diyarbakır,Dicle
55-59,583,572,1155,Diyarbakır,Dicle
60-64,412,518,930,Diyarbakır,Dicle
65-69,375,507,882,Diyarbakır,Dicle
70-74,359,418,777,Diyarbakır,Dicle
75+,578,798,1376,Diyarbakır,Dicle
18-24,428,447,875,Artvin,Kemalpaşa
25-29,263,302,565,Artvin,Kemalpaşa
30-34,317,294,611,Artvin,Kemalpaşa
35-39,330,275,605,Artvin,Kemalpaşa
40-44,322,275,597,Artvin,Kemalpaşa
45-49,370,320,690,Artvin,Kemalpaşa
50-54,322,292,614,Artvin,Kemalpaşa
55-59,300,276,576,Artvin,Kemalpaşa
60-64,235,266,501,Artvin,Kemalpaşa
65-69,158,196,354,Artvin,Kemalpaşa
70-74,126,184,310,Artvin,Kemalpaşa
75+,169,281,450,Artvin,Kemalpaşa
18-24,6633,6711,13344,Yalova,Yalova Merkez
25-29,4711,4512,9223,Yalova,Yalova Merkez
30-34,4813,4681,9494,Yalova,Yalova Merkez
35-39,4949,5403,10352,Yalova,Yalova Merkez
40-44,4756,4982,9738,Yalova,Yalova Merkez
45-49,4526,4725,9251,Yalova,Yalova Merkez
50-54,4076,4267,8343,Yalova,Yalova Merkez
55-59,3916,3938,7854,Yalova,Yalova Merkez
60-64,3150,3327,6477,Yalova,Yalova Merkez
65-69,2363,2526,4889,Yalova,Yalova Merkez
70-74,1537,1900,3437,Yalova,Yalova Merkez
75+,2179,3076,5255,Yalova,Yalova Merkez
18-24,486,435,921,Artvin,Ardanuç
25-29,312,285,597,Artvin,Ardanuç
30-34,304,260,564,Artvin,Ardanuç
35-39,322,269,591,Artvin,Ardanuç
40-44,287,272,559,Artvin,Ardanuç
45-49,381,376,757,Artvin,Ardanuç
50-54,423,432,855,Artvin,Ardanuç
55-59,469,402,871,Artvin,Ardanuç
60-64,463,477,940,Artvin,Ardanuç
65-69,364,405,769,Artvin,Ardanuç
70-74,245,344,589,Artvin,Ardanuç
75+,532,651,1183,Artvin,Ardanuç
18-24,5840,5802,11642,Hakkari,Hakkari Merkez
25-29,5353,3777,9130,Hakkari,Hakkari Merkez
30-34,3199,2738,5937,Hakkari,Hakkari Merkez
35-39,2785,2736,5521,Hakkari,Hakkari Merkez
40-44,2229,2067,4296,Hakkari,Hakkari Merkez
45-49,1759,1466,3225,Hakkari,Hakkari Merkez
50-54,1356,1113,2469,Hakkari,Hakkari Merkez
55-59,984,941,1925,Hakkari,Hakkari Merkez
60-64,806,925,1731,Hakkari,Hakkari Merkez
65-69,482,675,1157,Hakkari,Hakkari Merkez
70-74,276,400,676,Hakkari,Hakkari Merkez
75+,404,570,974,Hakkari,Hakkari Merkez
18-24,8791,9094,17885,Tekirdağ,Süleymanpaşa
25-29,7104,6801,13905,Tekirdağ,Süleymanpaşa
30-34,7251,7188,14439,Tekirdağ,Süleymanpaşa
35-39,8088,8094,16182,Tekirdağ,Süleymanpaşa
40-44,7370,7322,14692,Tekirdağ,Süleymanpaşa
45-49,6985,6902,13887,Tekirdağ,Süleymanpaşa
50-54,6572,6651,13223,Tekirdağ,Süleymanpaşa
55-59,5837,6219,12056,Tekirdağ,Süleymanpaşa
60-64,5063,5422,10485,Tekirdağ,Süleymanpaşa
65-69,3727,3970,7697,Tekirdağ,Süleymanpaşa
70-74,2369,2590,4959,Tekirdağ,Süleymanpaşa
75+,2911,4182,7093,Tekirdağ,Süleymanpaşa
18-24,7491,8161,15652,Rize,Rize Merkez
25-29,5223,5493,10716,Rize,Rize Merkez
30-34,5384,5697,11081,Rize,Rize Merkez
35-39,5682,5767,11449,Rize,Rize Merkez
40-44,5324,5287,10611,Rize,Rize Merkez
45-49,5317,5109,10426,Rize,Rize Merkez
50-54,4742,4605,9347,Rize,Rize Merkez
55-59,4094,3901,7995,Rize,Rize Merkez
60-64,3320,3250,6570,Rize,Rize Merkez
65-69,2127,2251,4378,Rize,Rize Merkez
70-74,1496,1816,3312,Rize,Rize Merkez
75+,1716,3430,5146,Rize,Rize Merkez
18-24,15881,16696,32577,Mersin,Akdeniz
25-29,10801,10412,21213,Mersin,Akdeniz
30-34,9648,9107,18755,Mersin,Akdeniz
35-39,9465,9318,18783,Mersin,Akdeniz
40-44,8043,8144,16187,Mersin,Akdeniz
45-49,7452,7571,15023,Mersin,Akdeniz
50-54,7050,6829,13879,Mersin,Akdeniz
55-59,5893,5928,11821,Mersin,Akdeniz
60-64,4680,4727,9407,Mersin,Akdeniz
65-69,3167,3688,6855,Mersin,Akdeniz
70-74,2023,2697,4720,Mersin,Akdeniz
75+,2628,4159,6787,Mersin,Akdeniz
18-24,5773,6083,11856,Kocaeli,Kartepe
25-29,4375,4480,8855,Kocaeli,Kartepe
30-34,4921,4757,9678,Kocaeli,Kartepe
35-39,5235,5022,10257,Kocaeli,Kartepe
40-44,4680,4253,8933,Kocaeli,Kartepe
45-49,3938,3724,7662,Kocaeli,Kartepe
50-54,3331,3221,6552,Kocaeli,Kartepe
55-59,2752,2695,5447,Kocaeli,Kartepe
60-64,2184,2275,4459,Kocaeli,Kartepe
65-69,1555,1613,3168,Kocaeli,Kartepe
70-74,1035,1158,2193,Kocaeli,Kartepe
75+,1185,1677,2862,Kocaeli,Kartepe
18-24,2146,2259,4405,Sinop,Boyabat
25-29,1428,1463,2891,Sinop,Boyabat
30-34,1572,1450,3022,Sinop,Boyabat
35-39,1372,1439,2811,Sinop,Boyabat
40-44,1321,1227,2548,Sinop,Boyabat
45-49,1186,1188,2374,Sinop,Boyabat
50-54,1226,1213,2439,Sinop,Boyabat
55-59,1317,1346,2663,Sinop,Boyabat
60-64,1235,1284,2519,Sinop,Boyabat
65-69,1068,1098,2166,Sinop,Boyabat
70-74,795,961,1756,Sinop,Boyabat
75+,1339,1713,3052,Sinop,Boyabat
18-24,2467,2421,4888,Bitlis,Hizan
25-29,1158,1035,2193,Bitlis,Hizan
30-34,926,856,1782,Bitlis,Hizan
35-39,829,947,1776,Bitlis,Hizan
40-44,750,730,1480,Bitlis,Hizan
45-49,696,642,1338,Bitlis,Hizan
50-54,667,585,1252,Bitlis,Hizan
55-59,602,534,1136,Bitlis,Hizan
60-64,435,590,1025,Bitlis,Hizan
65-69,417,503,920,Bitlis,Hizan
70-74,282,376,658,Bitlis,Hizan
75+,414,493,907,Bitlis,Hizan
18-24,10363,11024,21387,Erzurum,Yakutiye
25-29,6815,7222,14037,Erzurum,Yakutiye
30-34,6848,6869,13717,Erzurum,Yakutiye
35-39,6598,6726,13324,Erzurum,Yakutiye
40-44,5710,5808,11518,Erzurum,Yakutiye
45-49,5207,5094,10301,Erzurum,Yakutiye
50-54,4526,4353,8879,Erzurum,Yakutiye
55-59,3592,3437,7029,Erzurum,Yakutiye
60-64,2736,2869,5605,Erzurum,Yakutiye
65-69,1849,2010,3859,Erzurum,Yakutiye
70-74,1287,1626,2913,Erzurum,Yakutiye
75+,1646,2495,4141,Erzurum,Yakutiye
18-24,818,747,1565,Malatya,Hekimhan
25-29,462,461,923,Malatya,Hekimhan
30-34,474,369,843,Malatya,Hekimhan
35-39,512,427,939,Malatya,Hekimhan
40-44,474,455,929,Malatya,Hekimhan
45-49,545,525,1070,Malatya,Hekimhan
50-54,646,636,1282,Malatya,Hekimhan
55-59,691,685,1376,Malatya,Hekimhan
60-64,756,661,1417,Malatya,Hekimhan
65-69,670,688,1358,Malatya,Hekimhan
70-74,425,582,1007,Malatya,Hekimhan
75+,809,1217,2026,Malatya,Hekimhan
18-24,21085,21175,42260,Antalya,Muratpaşa
25-29,15763,16909,32672,Antalya,Muratpaşa
30-34,18832,19653,38485,Antalya,Muratpaşa
35-39,21213,22249,43462,Antalya,Muratpaşa
40-44,19454,20713,40167,Antalya,Muratpaşa
45-49,17310,18416,35726,Antalya,Muratpaşa
50-54,14920,15763,30683,Antalya,Muratpaşa
55-59,13350,14008,27358,Antalya,Muratpaşa
60-64,10889,11710,22599,Antalya,Muratpaşa
65-69,7847,8655,16502,Antalya,Muratpaşa
70-74,5239,5934,11173,Antalya,Muratpaşa
75+,5963,8198,14161,Antalya,Muratpaşa
18-24,2255,2198,4453,Isparta,Yalvaç
25-29,1368,1244,2612,Isparta,Yalvaç
30-34,1562,1404,2966,Isparta,Yalvaç
35-39,1533,1510,3043,Isparta,Yalvaç
40-44,1433,1404,2837,Isparta,Yalvaç
45-49,1455,1488,2943,Isparta,Yalvaç
50-54,1306,1469,2775,Isparta,Yalvaç
55-59,1529,1599,3128,Isparta,Yalvaç
60-64,1292,1501,2793,Isparta,Yalvaç
65-69,1133,1246,2379,Isparta,Yalvaç
70-74,876,1124,2000,Isparta,Yalvaç
75+,1229,1813,3042,Isparta,Yalvaç
18-24,1746,1983,3729,Erzurum,Pasinler
25-29,1003,973,1976,Erzurum,Pasinler
30-34,1052,896,1948,Erzurum,Pasinler
35-39,988,1034,2022,Erzurum,Pasinler
40-44,902,798,1700,Erzurum,Pasinler
45-49,882,761,1643,Erzurum,Pasinler
50-54,683,603,1286,Erzurum,Pasinler
55-59,522,507,1029,Erzurum,Pasinler
60-64,450,475,925,Erzurum,Pasinler
65-69,343,372,715,Erzurum,Pasinler
70-74,243,353,596,Erzurum,Pasinler
75+,337,497,834,Erzurum,Pasinler
18-24,6908,7746,14654,Mardin,Nusaybin
25-29,4105,4195,8300,Mardin,Nusaybin
30-34,3444,3601,7045,Mardin,Nusaybin
35-39,3184,3321,6505,Mardin,Nusaybin
40-44,2544,2825,5369,Mardin,Nusaybin
45-49,2222,2231,4453,Mardin,Nusaybin
50-54,1789,1744,3533,Mardin,Nusaybin
55-59,1285,1391,2676,Mardin,Nusaybin
60-64,1105,1195,2300,Mardin,Nusaybin
65-69,804,1106,1910,Mardin,Nusaybin
70-74,622,787,1409,Mardin,Nusaybin
75+,1085,1549,2634,Mardin,Nusaybin
18-24,1285,1128,2413,Diyarbakır,Hazro
25-29,702,638,1340,Diyarbakır,Hazro
30-34,506,515,1021,Diyarbakır,Hazro
35-39,463,455,918,Diyarbakır,Hazro
40-44,352,382,734,Diyarbakır,Hazro
45-49,303,323,626,Diyarbakır,Hazro
50-54,277,315,592,Diyarbakır,Hazro
55-59,205,222,427,Diyarbakır,Hazro
60-64,227,197,424,Diyarbakır,Hazro
65-69,161,228,389,Diyarbakır,Hazro
70-74,115,158,273,Diyarbakır,Hazro
75+,181,288,469,Diyarbakır,Hazro
18-24,5809,6058,11867,Mersin,Silifke
25-29,3391,3309,6700,Mersin,Silifke
30-34,3650,3759,7409,Mersin,Silifke
35-39,4346,4372,8718,Mersin,Silifke
40-44,4493,4554,9047,Mersin,Silifke
45-49,4593,4801,9394,Mersin,Silifke
50-54,4379,4506,8885,Mersin,Silifke
55-59,3815,3899,7714,Mersin,Silifke
60-64,3389,3308,6697,Mersin,Silifke
65-69,2464,2459,4923,Mersin,Silifke
70-74,1753,1929,3682,Mersin,Silifke
75+,2583,3121,5704,Mersin,Silifke
18-24,1650,1682,3332,Elazığ,Karakoçan
25-29,1109,1061,2170,Elazığ,Karakoçan
30-34,1118,1022,2140,Elazığ,Karakoçan
35-39,976,966,1942,Elazığ,Karakoçan
40-44,767,862,1629,Elazığ,Karakoçan
45-49,825,903,1728,Elazığ,Karakoçan
50-54,643,691,1334,Elazığ,Karakoçan
55-59,587,627,1214,Elazığ,Karakoçan
60-64,586,654,1240,Elazığ,Karakoçan
65-69,461,559,1020,Elazığ,Karakoçan
70-74,334,467,801,Elazığ,Karakoçan
75+,675,818,1493,Elazığ,Karakoçan
18-24,1657,1532,3189,Afyonkarahisar,İscehisar
25-29,980,949,1929,Afyonkarahisar,İscehisar
30-34,911,848,1759,Afyonkarahisar,İscehisar
35-39,908,880,1788,Afyonkarahisar,İscehisar
40-44,777,777,1554,Afyonkarahisar,İscehisar
45-49,701,709,1410,Afyonkarahisar,İscehisar
50-54,593,602,1195,Afyonkarahisar,İscehisar
55-59,533,545,1078,Afyonkarahisar,İscehisar
60-64,376,402,778,Afyonkarahisar,İscehisar
65-69,280,350,630,Afyonkarahisar,İscehisar
70-74,185,271,456,Afyonkarahisar,İscehisar
75+,377,440,817,Afyonkarahisar,İscehisar
18-24,999,1038,2037,Manisa,Selendi
25-29,572,536,1108,Manisa,Selendi
30-34,599,601,1200,Manisa,Selendi
35-39,596,616,1212,Manisa,Selendi
40-44,698,701,1399,Manisa,Selendi
45-49,721,726,1447,Manisa,Selendi
50-54,726,735,1461,Manisa,Selendi
55-59,736,741,1477,Manisa,Selendi
60-64,612,690,1302,Manisa,Selendi
65-69,522,569,1091,Manisa,Selendi
70-74,399,462,861,Manisa,Selendi
75+,657,773,1430,Manisa,Selendi
18-24,417,410,827,Bolu,Yeniçağa
25-29,218,178,396,Bolu,Yeniçağa
30-34,175,174,349,Bolu,Yeniçağa
35-39,215,204,419,Bolu,Yeniçağa
40-44,213,219,432,Bolu,Yeniçağa
45-49,266,250,516,Bolu,Yeniçağa
50-54,240,260,500,Bolu,Yeniçağa
55-59,253,270,523,Bolu,Yeniçağa
60-64,246,263,509,Bolu,Yeniçağa
65-69,202,240,442,Bolu,Yeniçağa
70-74,129,191,320,Bolu,Yeniçağa
75+,211,353,564,Bolu,Yeniçağa
18-24,848,762,1610,Niğde,Ulukışla
25-29,533,489,1022,Niğde,Ulukışla
30-34,534,421,955,Niğde,Ulukışla
35-39,614,528,1142,Niğde,Ulukışla
40-44,579,556,1135,Niğde,Ulukışla
45-49,660,671,1331,Niğde,Ulukışla
50-54,758,822,1580,Niğde,Ulukışla
55-59,827,898,1725,Niğde,Ulukışla
60-64,779,777,1556,Niğde,Ulukışla
65-69,614,706,1320,Niğde,Ulukışla
70-74,483,568,1051,Niğde,Ulukışla
75+,648,955,1603,Niğde,Ulukışla
18-24,781,736,1517,Rize,Güneysu
25-29,417,386,803,Rize,Güneysu
30-34,420,344,764,Rize,Güneysu
35-39,374,418,792,Rize,Güneysu
40-44,427,426,853,Rize,Güneysu
45-49,520,510,1030,Rize,Güneysu
50-54,543,508,1051,Rize,Güneysu
55-59,453,454,907,Rize,Güneysu
60-64,413,472,885,Rize,Güneysu
65-69,295,376,671,Rize,Güneysu
70-74,254,314,568,Rize,Güneysu
75+,271,515,786,Rize,Güneysu
18-24,447,385,832,Erzincan,Refahiye
25-29,282,236,518,Erzincan,Refahiye
30-34,274,212,486,Erzincan,Refahiye
35-39,296,191,487,Erzincan,Refahiye
40-44,241,198,439,Erzincan,Refahiye
45-49,272,215,487,Erzincan,Refahiye
50-54,285,319,604,Erzincan,Refahiye
55-59,379,424,803,Erzincan,Refahiye
60-64,559,520,1079,Erzincan,Refahiye
65-69,501,464,965,Erzincan,Refahiye
70-74,376,432,808,Erzincan,Refahiye
75+,568,774,1342,Erzincan,Refahiye
18-24,348,357,705,Ordu,Gülyalı
25-29,273,211,484,Ordu,Gülyalı
30-34,184,161,345,Ordu,Gülyalı
35-39,242,211,453,Ordu,Gülyalı
40-44,218,228,446,Ordu,Gülyalı
45-49,275,288,563,Ordu,Gülyalı
50-54,319,324,643,Ordu,Gülyalı
55-59,349,326,675,Ordu,Gülyalı
60-64,318,324,642,Ordu,Gülyalı
65-69,266,261,527,Ordu,Gülyalı
70-74,184,211,395,Ordu,Gülyalı
75+,350,533,883,Ordu,Gülyalı
18-24,1770,1827,3597,Gaziantep,Oğuzeli
25-29,1154,1025,2179,Gaziantep,Oğuzeli
30-34,1058,937,1995,Gaziantep,Oğuzeli
35-39,980,881,1861,Gaziantep,Oğuzeli
40-44,855,841,1696,Gaziantep,Oğuzeli
45-49,770,755,1525,Gaziantep,Oğuzeli
