age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
18-24,113,89,202,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
25-29,75,54,129,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
30-34,49,43,92,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
35-39,49,45,94,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
40-44,63,64,127,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
45-49,42,79,121,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
50-54,77,91,168,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
55-59,118,133,251,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
60-64,169,189,358,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
65-69,156,174,330,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
70-74,149,164,313,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
75+,161,208,369,Sivas,Doğanşar,32.0,2554.0,2241.0,2200.0,1689.0,308.0,3.0,2.0,0.0,59.0,39.0,83.0,17.0,0.0,0.0
18-24,3977,3995,7972,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
25-29,2898,2775,5673,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
30-34,3106,2885,5991,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
35-39,3613,3316,6929,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
40-44,3163,2974,6137,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
45-49,2994,2891,5885,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
50-54,2960,2940,5900,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
55-59,2942,2951,5893,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
60-64,2545,2745,5290,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
65-69,2331,2389,4720,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
70-74,1480,1748,3228,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
75+,2251,3169,5420,Çanakkale,Biga,253.0,69038.0,63206.0,61874.0,29679.0,4914.0,116.0,172.0,1113.0,16065.0,520.0,8536.0,564.0,173.0,22.0
18-24,239,237,476,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
25-29,149,111,260,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
30-34,171,111,282,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
35-39,146,109,255,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
40-44,159,138,297,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
45-49,162,173,335,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
50-54,219,217,436,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
55-59,243,256,499,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
60-64,249,266,515,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
65-69,202,235,437,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
70-74,153,184,337,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
75+,295,412,707,Çankırı,Eldivan,27.0,4836.0,4327.0,4195.0,2558.0,675.0,9.0,12.0,10.0,323.0,59.0,472.0,64.0,13.0,0.0
18-24,14162,16039,30201,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
25-29,9980,10108,20088,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
30-34,10965,10842,21807,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
35-39,11313,10956,22269,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
40-44,9501,9682,19183,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
45-49,8245,8590,16835,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
50-54,7176,7257,14433,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
55-59,5680,6205,11885,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
60-64,4571,4990,9561,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
65-69,3968,4422,8390,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
70-74,2481,3075,5556,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
75+,2992,4535,7527,Aksaray,Aksaray Merkez,581.0,187735.0,164245.0,160866.0,88059.0,33936.0,472.0,285.0,1920.0,13970.0,1256.0,18386.0,2316.0,266.0,0.0
18-24,1221,1218,2439,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
25-29,664,627,1291,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
30-34,676,590,1266,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
35-39,729,697,1426,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
40-44,708,634,1342,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
45-49,740,714,1454,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
50-54,659,706,1365,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
55-59,641,675,1316,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
60-64,619,732,1351,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
65-69,496,653,1149,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
70-74,401,447,848,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
75+,690,905,1595,Ordu,Aybastı,63.0,16842.0,13871.0,13242.0,7510.0,2108.0,61.0,88.0,125.0,1987.0,168.0,908.0,259.0,28.0,0.0
18-24,525,463,988,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
25-29,339,287,626,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
30-34,425,310,735,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
35-39,365,329,694,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
40-44,413,367,780,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
45-49,462,424,886,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
50-54,537,506,1043,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
55-59,599,560,1159,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
60-64,459,481,940,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
65-69,448,440,888,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
70-74,323,403,726,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
75+,559,769,1328,Eskişehir,Seyitgazi,67.0,10793.0,9993.0,9680.0,4407.0,788.0,21.0,31.0,173.0,3135.0,48.0,989.0,70.0,16.0,2.0
18-24,1133,1138,2271,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
25-29,663,566,1229,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
30-34,688,526,1214,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
35-39,619,559,1178,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
40-44,565,547,1112,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
45-49,591,600,1191,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
50-54,527,582,1109,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
55-59,498,544,1042,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
60-64,444,474,918,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
65-69,374,421,795,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
70-74,285,353,638,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
75+,372,497,869,Aksaray,Gülağaç,47.0,13566.0,11353.0,11073.0,5487.0,2160.0,21.0,35.0,193.0,2138.0,94.0,744.0,186.0,15.0,0.0
18-24,5154,5486,10640,Bursa,Gemlik,,,,,,,,,,,,,,,
25-29,3876,3781,7657,Bursa,Gemlik,,,,,,,,,,,,,,,
30-34,4149,4072,8221,Bursa,Gemlik,,,,,,,,,,,,,,,
35-39,4608,4571,9179,Bursa,Gemlik,,,,,,,,,,,,,,,
40-44,4172,4147,8319,Bursa,Gemlik,,,,,,,,,,,,,,,
45-49,3696,3705,7401,Bursa,Gemlik,,,,,,,,,,,,,,,
50-54,3504,3634,7138,Bursa,Gemlik,,,,,,,,,,,,,,,
55-59,3145,3367,6512,Bursa,Gemlik,,,,,,,,,,,,,,,
60-64,2854,2891,5745,Bursa,Gemlik,,,,,,,,,,,,,,,
65-69,2210,2199,4409,Bursa,Gemlik,,,,,,,,,,,,,,,
70-74,1305,1556,2861,Bursa,Gemlik,,,,,,,,,,,,,,,
75+,1742,2342,4084,Bursa,Gemlik,,,,,,,,,,,,,,,
18-24,27793,29503,57296,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
25-29,20593,21465,42058,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
30-34,22311,22039,44350,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
35-39,22959,22333,45292,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
40-44,19842,19110,38952,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
45-49,17208,16719,33927,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
50-54,14518,14368,28886,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
55-59,12601,12224,24825,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
60-64,9113,9316,18429,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
65-69,6027,6170,12197,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
70-74,3251,3779,7030,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
75+,3301,5179,8480,Ankara,Sincan,1029.0,361722.0,327145.0,321802.0,167607.0,54765.0,521.0,398.0,12341.0,42449.0,4565.0,34055.0,4349.0,674.0,78.0
18-24,2646,2615,5261,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
25-29,1901,1766,3667,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
30-34,2149,1921,4070,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
35-39,2294,2204,4498,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
40-44,2236,1999,4235,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
45-49,2407,2171,4578,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
50-54,2101,1911,4012,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
55-59,1848,1630,3478,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
60-64,1361,1284,2645,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
65-69,988,1101,2089,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
70-74,790,884,1674,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
75+,1360,1580,2940,Antalya,Kaş,149.0,43147.0,38297.0,36786.0,13210.0,2688.0,136.0,141.0,1354.0,11241.0,363.0,7255.0,220.0,139.0,39.0
18-24,1520,1482,3002,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
25-29,950,850,1800,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
30-34,753,620,1373,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
35-39,725,720,1445,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
40-44,645,517,1162,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
45-49,520,476,996,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
50-54,423,428,851,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
55-59,402,372,774,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
60-64,367,348,715,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
65-69,229,274,503,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
70-74,252,254,506,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
75+,268,336,604,Kars,Digor,61.0,13731.0,11217.0,10856.0,1565.0,97.0,29.0,50.0,8769.0,201.0,19.0,100.0,21.0,5.0,0.0
18-24,6527,6886,13413,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
25-29,3878,4105,7983,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
30-34,4096,4113,8209,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
35-39,4429,4657,9086,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
40-44,4331,4323,8654,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
45-49,3913,3944,7857,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
50-54,4086,4065,8151,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
55-59,3714,3689,7403,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
60-64,3253,3416,6669,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
65-69,2612,2627,5239,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
70-74,1759,2018,3777,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
75+,2342,3449,5791,Ordu,Ünye,358.0,92232.0,81175.0,78980.0,43785.0,13028.0,193.0,256.0,687.0,11970.0,1420.0,6129.0,1337.0,175.0,0.0
18-24,1989,2181,4170,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
25-29,1419,1445,2864,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
30-34,1593,1472,3065,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
35-39,1661,1648,3309,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
40-44,1592,1553,3145,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
45-49,1462,1485,2947,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
50-54,1370,1527,2897,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
55-59,1396,1459,2855,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
60-64,1225,1381,2606,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
65-69,860,945,1805,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
70-74,526,595,1121,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
75+,698,998,1696,Zonguldak,Alaplı,120.0,32480.0,29486.0,28400.0,14552.0,3524.0,63.0,116.0,322.0,6749.0,387.0,2127.0,394.0,76.0,90.0
18-24,549,542,1091,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
25-29,244,240,484,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
30-34,277,230,507,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
35-39,337,302,639,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
