age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
70-74,866,1027,1893,Balıkesir,Dursunbey,160.0,28959.0,26438.0,25552.0,17757.0,2385.0,51.0,97.0,104.0,1710.0,622.0,2381.0,411.0,29.0,5.0
75+,1224,1661,2885,Balıkesir,Dursunbey,160.0,28959.0,26438.0,25552.0,17757.0,2385.0,51.0,97.0,104.0,1710.0,622.0,2381.0,411.0,29.0,5.0
18-24,1437,1390,2827,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
25-29,755,758,1513,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
30-34,744,665,1409,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
35-39,805,768,1573,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
40-44,709,612,1321,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
45-49,704,575,1279,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
50-54,608,532,1140,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
55-59,502,467,969,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
60-64,411,452,863,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
65-69,339,378,717,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
70-74,327,370,697,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
75+,411,475,886,Kars,Selim,71.0,15194.0,12708.0,12236.0,6148.0,640.0,44.0,47.0,3184.0,1487.0,148.0,433.0,91.0,14.0,0.0
18-24,235,246,481,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
25-29,151,155,306,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
30-34,197,137,334,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
35-39,178,169,347,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
40-44,152,166,318,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
45-49,180,193,373,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
50-54,173,173,346,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
55-59,202,224,426,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
60-64,188,186,374,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
65-69,134,162,296,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
70-74,72,95,167,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
75+,159,282,441,Isparta,Atabey,18.0,4209.0,3944.0,3843.0,1944.0,288.0,11.0,15.0,76.0,400.0,52.0,1015.0,29.0,13.0,0.0
18-24,171,185,356,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
25-29,91,110,201,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
30-34,120,111,231,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
35-39,152,141,293,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
40-44,145,157,302,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
45-49,172,147,319,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
50-54,165,185,350,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
55-59,218,242,460,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
60-64,184,202,386,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
65-69,191,186,377,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
70-74,111,130,241,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
75+,222,322,544,Eskişehir,Sarıcakaya,16.0,4060.0,3627.0,3510.0,2126.0,321.0,10.0,13.0,35.0,577.0,44.0,348.0,27.0,7.0,2.0
18-24,14940,14698,29638,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
25-29,10269,9757,20026,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
30-34,11605,10805,22410,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
35-39,12939,12102,25041,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
40-44,12247,11601,23848,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
45-49,11145,10062,21207,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
50-54,9282,8404,17686,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
55-59,7332,6695,14027,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
60-64,5433,5110,10543,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
65-69,3721,3970,7691,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
70-74,2533,2675,5208,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
75+,3372,4147,7519,Antalya,Alanya,614.0,204844.0,175559.0,171418.0,64630.0,22584.0,399.0,562.0,8055.0,35545.0,1378.0,35609.0,1677.0,420.0,559.0
18-24,2354,2277,4631,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
25-29,1311,1160,2471,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
30-34,1245,1068,2313,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
35-39,1131,1058,2189,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
40-44,1007,1019,2026,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
45-49,1136,1100,2236,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
50-54,1087,994,2081,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
55-59,1014,1072,2086,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
60-64,831,915,1746,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
65-69,682,770,1452,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
70-74,526,624,1150,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
75+,704,1177,1881,Kayseri,Yahyalı,94.0,26262.0,24096.0,23693.0,15292.0,4607.0,37.0,25.0,111.0,1261.0,418.0,1643.0,277.0,18.0,4.0
18-24,6752,6774,13526,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
25-29,3997,3670,7667,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
30-34,3228,3016,6244,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
35-39,2758,2708,5466,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
40-44,2086,1919,4005,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
45-49,1612,1575,3187,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
50-54,1508,1429,2937,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
55-59,791,1089,1880,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
60-64,827,845,1672,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
65-69,527,662,1189,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
70-74,335,413,748,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
75+,286,641,927,Şanlıurfa,Akçakale,,,,,,,,,,,,,,,
18-24,657,654,1311,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
25-29,482,386,868,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
30-34,475,381,856,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
35-39,462,435,897,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
40-44,385,402,787,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
45-49,379,345,724,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
50-54,342,334,676,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
55-59,316,319,635,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
60-64,323,319,642,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
65-69,270,297,567,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
70-74,221,195,416,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
75+,299,390,689,Kahramanmaraş,Nurhak,34.0,9068.0,7526.0,7290.0,1884.0,795.0,12.0,31.0,732.0,3215.0,118.0,445.0,42.0,16.0,0.0
18-24,11749,11764,23513,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
25-29,8402,8821,17223,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
30-34,9343,9947,19290,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
35-39,10618,10972,21590,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
40-44,9799,9902,19701,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
45-49,8387,8492,16879,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
50-54,7209,7150,14359,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
55-59,6122,6048,12170,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
60-64,4721,4840,9561,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
65-69,3452,3815,7267,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
70-74,2218,2584,4802,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
75+,2548,3448,5996,İstanbul,Büyükçekmece,471.0,172351.0,151341.0,149151.0,56466.0,11544.0,158.0,347.0,13330.0,49045.0,1420.0,15161.0,1122.0,511.0,47.0
18-24,4302,4732,9034,Konya,Akşehir,,,,,,,,,,,,,,,
25-29,2596,2790,5386,Konya,Akşehir,,,,,,,,,,,,,,,
30-34,2930,2983,5913,Konya,Akşehir,,,,,,,,,,,,,,,
35-39,3102,3156,6258,Konya,Akşehir,,,,,,,,,,,,,,,
40-44,2954,3267,6221,Konya,Akşehir,,,,,,,,,,,,,,,
45-49,2907,3289,6196,Konya,Akşehir,,,,,,,,,,,,,,,
50-54,2915,3242,6157,Konya,Akşehir,,,,,,,,,,,,,,,
55-59,3075,3390,6465,Konya,Akşehir,,,,,,,,,,,,,,,
60-64,2542,2883,5425,Konya,Akşehir,,,,,,,,,,,,,,,
65-69,2186,2467,4653,Konya,Akşehir,,,,,,,,,,,,,,,
70-74,1540,1877,3417,Konya,Akşehir,,,,,,,,,,,,,,,
75+,2030,2849,4879,Konya,Akşehir,,,,,,,,,,,,,,,
18-24,716,759,1475,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
25-29,427,404,831,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
30-34,451,398,849,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
35-39,411,433,844,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
40-44,394,374,768,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
45-49,392,497,889,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
50-54,434,483,917,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
55-59,515,614,1129,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
60-64,605,691,1296,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
65-69,537,547,1084,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
70-74,430,538,968,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
75+,846,1022,1868,Erzurum,İspir,122.0,12918.0,11515.0,11295.0,8002.0,1632.0,31.0,24.0,36.0,449.0,231.0,731.0,143.0,16.0,0.0
18-24,14212,14500,28712,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
25-29,10603,12112,22715,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
30-34,12604,14339,26943,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
35-39,14371,15852,30223,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
40-44,13198,13435,26633,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
45-49,10977,11319,22296,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
50-54,8886,8886,17772,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
55-59,7215,7511,14726,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
60-64,5443,5868,11311,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
65-69,3877,4279,8156,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
70-74,2413,2762,5175,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
75+,2382,3667,6049,İstanbul,Beylikdüzü,595.0,220711.0,195406.0,193260.0,69359.0,13856.0,236.0,440.0,19578.0,64567.0,2572.0,20729.0,1185.0,676.0,62.0
18-24,7185,7729,14914,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
25-29,4542,5071,9613,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
30-34,5334,5893,11227,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
35-39,5736,6444,12180,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
40-44,5465,6027,11492,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
45-49,5013,5410,10423,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
50-54,4859,4866,9725,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
55-59,3941,3966,7907,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
60-64,3034,2993,6027,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
65-69,1978,1976,3954,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
70-74,1149,1251,2400,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
75+,2025,2250,4275,Hatay,Defne,302.0,104137.0,94272.0,93086.0,4877.0,1645.0,98.0,126.0,25540.0,58481.0,219.0,1803.0,105.0,192.0,0.0
18-24,399,322,721,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
25-29,215,202,417,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
30-34,220,179,399,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
35-39,216,200,416,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
40-44,222,211,433,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
45-49,274,258,532,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
50-54,279,252,531,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
55-59,266,251,517,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
60-64,218,274,492,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
65-69,166,206,372,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
70-74,145,193,338,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
75+,188,342,530,Rize,Derepazarı,24.0,5698.0,5154.0,5061.0,3567.0,715.0,3.0,6.0,24.0,407.0,102.0,161.0,60.0,8.0,8.0
18-24,1538,1744,3282,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
25-29,1055,1114,2169,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
30-34,1214,1229,2443,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
35-39,1305,1252,2557,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
40-44,1061,1073,2134,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
45-49,1002,1029,2031,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
50-54,984,970,1954,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
55-59,828,971,1799,Hatay,Belen,70.0,23018.0,20961.0,20616.0,8833.0,5044.0,26.0,44.0,401.0,3120.0,282.0,2580.0,251.0,35.0,0.0
